Optimizer,objfname,ExecutionTime,MinError,MeanError,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
GWO,F11,0.89,0.00102078511472814,0.06055312619563535,478.33,376.24,273.42,226.42,179.39,141.02,105.4,79.13,61.52,47.05,34.26,25.77,19.42,14.9,10.94,8.24,6.27,4.84,3.82,3.03,2.47,2.11,1.81,1.6,1.42,1.31,1.22,1.17,1.13,1.08,1.06,1.04,1.01,0.98,0.94,0.9,0.85,0.8,0.74,0.69,0.61,0.55,0.5,0.45,0.41,0.38,0.34,0.32,0.29,0.26,0.24,0.23,0.21,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GWO,F12,0.93,0.054623410345750745,0.3833121315989693,445994141.12,263390402.88,161026563.8,82596806.34,58578913.32,35562941.28,18565141.65,9907467.49,6618612.56,3447356.28,2138083.39,1311696.77,828508.36,688982.54,323423.87,161037.22,54223.01,38071.69,4753.71,1517.19,579.65,412.66,56.98,17.4,16.19,7.03,5.6,4.79,4.04,3.28,2.79,2.39,2.04,1.74,1.54,1.38,1.26,1.21,1.13,1.07,1.01,0.94,0.9,0.85,0.82,0.78,0.75,0.71,0.68,0.65,0.63,0.62,0.6,0.59,0.57,0.56,0.55,0.53,0.51,0.51,0.5,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38
GWO,F13,0.94,1.0750869064538426,1.9704784058062994,826074327.88,545991039.22,360431238.86,205067867.36,122641745.3,72640134.71,44307325.78,26114851.29,16504574.0,8325279.77,5359097.08,3048843.4,1888503.88,857146.01,436284.11,269867.8,168590.32,115752.1,46799.13,15699.02,7749.4,2878.04,1573.58,294.69,132.08,34.76,30.33,13.76,11.71,9.67,8.2,7.0,6.0,5.3,4.74,4.29,3.86,3.58,3.38,3.19,3.04,2.93,2.83,2.75,2.7,2.65,2.61,2.59,2.55,2.51,2.48,2.47,2.44,2.42,2.4,2.39,2.37,2.36,2.35,2.34,2.32,2.31,2.31,2.29,2.27,2.26,2.25,2.24,2.23,2.22,2.22,2.21,2.2,2.19,2.18,2.17,2.16,2.15,2.14,2.14,2.13,2.1,2.09,2.08,2.08,2.07,2.06,2.04,2.04,2.03,2.01,2.0,2.0,1.99,1.99,1.98,1.98,1.97,1.97,1.97
GWO,F14,0.55,3.837974566156532e-06,4.827998952931606,47.83,13.15,9.93,8.72,8.42,8.19,7.79,7.5,7.37,7.36,7.08,7.03,6.98,6.96,6.9,6.85,6.78,6.73,6.63,6.54,6.48,6.4,6.3,6.28,6.28,6.24,6.21,6.21,6.18,6.18,6.18,6.18,6.03,5.88,5.87,5.87,5.87,5.87,5.87,5.87,5.86,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83
GWO,F15,0.15,6.121467393050897e-05,0.004481164837413184,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F16,0.07,1.1546729303812953e-05,1.1675703399209129e-05,-0.53,-0.84,-0.97,-1.0,-1.02,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
GWO,F17,0.06,1.0136053320008998e-06,0.0005149096170308528,1.84,1.44,0.99,0.93,0.84,0.67,0.62,0.6,0.55,0.53,0.52,0.51,0.5,0.49,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
GWO,F18,0.07,2.54565050594735e-06,0.0006449389364577691,21.71,12.03,6.14,4.24,3.76,3.33,3.19,3.12,3.1,3.07,3.04,3.03,3.03,3.02,3.02,3.02,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
GWO,F19,0.14,9.95754636212709e-06,0.0015065894126009116,-3.51,-3.61,-3.67,-3.73,-3.75,-3.77,-3.78,-3.79,-3.8,-3.81,-3.81,-3.81,-3.81,-3.82,-3.82,-3.83,-3.83,-3.83,-3.83,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.84,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86,-3.86
GWO,F20,0.23,0.00038474606966643066,0.05879322473564548,-1.95,-2.33,-2.59,-2.74,-2.78,-2.85,-2.89,-2.91,-2.99,-3.0,-3.01,-3.03,-3.04,-3.05,-3.07,-3.08,-3.09,-3.09,-3.1,-3.12,-3.13,-3.13,-3.14,-3.14,-3.14,-3.15,-3.15,-3.15,-3.15,-3.16,-3.16,-3.17,-3.17,-3.18,-3.18,-3.18,-3.19,-3.19,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.21,-3.21,-3.21,-3.21,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26
GWO,F21,0.29,0.0013526356425206387,2.269035890875232,-0.67,-0.75,-0.91,-1.0,-1.07,-1.1,-1.2,-1.37,-1.45,-1.58,-1.73,-1.74,-1.81,-1.89,-1.9,-2.07,-2.07,-2.13,-2.19,-2.2,-2.21,-2.23,-2.31,-2.38,-2.38,-2.42,-2.42,-2.42,-2.43,-2.5,-2.51,-2.53,-2.66,-2.8,-2.89,-2.89,-2.94,-2.94,-2.97,-3.04,-3.23,-3.26,-3.3,-3.3,-3.33,-3.53,-3.57,-3.75,-3.9,-4.11,-4.29,-4.31,-4.37,-4.42,-4.51,-4.6,-4.66,-4.72,-4.78,-4.99,-5.0,-5.11,-5.16,-5.16,-5.22,-5.29,-5.37,-5.46,-5.62,-5.63,-5.66,-5.75,-5.81,-5.88,-5.97,-6.23,-6.28,-6.41,-6.56,-6.61,-6.76,-6.91,-7.0,-7.09,-7.26,-7.27,-7.28,-7.33,-7.44,-7.48,-7.55,-7.57,-7.61,-7.69,-7.74,-7.78,-7.82,-7.86,-7.88,-7.88
GWO,F22,0.36,0.00017084951872092802,0.705221489203754,-0.98,-1.12,-1.3,-1.44,-1.53,-1.66,-1.75,-1.95,-2.19,-2.29,-2.41,-2.52,-2.53,-2.57,-2.62,-2.66,-2.75,-2.95,-3.04,-3.09,-3.13,-3.21,-3.23,-3.24,-3.26,-3.4,-3.59,-3.79,-3.9,-3.93,-4.17,-4.36,-4.47,-4.47,-4.54,-4.62,-4.68,-4.7,-4.7,-4.89,-5.04,-5.11,-5.12,-5.18,-5.24,-5.29,-5.42,-5.55,-5.56,-6.09,-6.26,-6.34,-6.43,-6.43,-6.44,-6.52,-6.59,-6.63,-6.76,-6.77,-6.93,-7.23,-7.28,-7.39,-7.46,-7.49,-7.51,-7.64,-7.65,-7.65,-7.72,-7.8,-7.83,-7.88,-7.9,-8.02,-8.22,-8.28,-8.36,-8.52,-8.57,-8.58,-8.72,-8.82,-8.89,-8.93,-9.01,-9.07,-9.16,-9.27,-9.31,-9.43,-9.47,-9.5,-9.55,-9.57,-9.63,-9.66,-9.69,-9.7
GWO,F23,0.45,0.0005167934846319611,0.6332432153638036,-0.99,-1.23,-1.44,-1.56,-1.6,-1.66,-1.72,-1.77,-1.87,-2.0,-2.08,-2.11,-2.23,-2.25,-2.38,-2.38,-2.42,-2.57,-2.87,-3.07,-3.11,-3.18,-3.2,-3.24,-3.26,-3.54,-3.64,-3.89,-3.91,-3.97,-3.98,-4.07,-4.22,-4.32,-4.39,-4.46,-4.74,-4.81,-4.89,-4.91,-4.92,-4.92,-4.93,-4.96,-5.03,-5.12,-5.2,-5.34,-5.55,-5.62,-5.64,-5.72,-5.77,-5.91,-6.0,-6.22,-6.34,-6.41,-6.49,-6.54,-6.56,-6.6,-6.63,-6.99,-7.12,-7.15,-7.15,-7.19,-7.39,-7.46,-7.62,-7.7,-7.77,-7.81,-7.92,-7.98,-8.15,-8.29,-8.39,-8.54,-8.59,-8.79,-8.91,-8.96,-8.99,-9.09,-9.15,-9.23,-9.31,-9.39,-9.46,-9.57,-9.62,-9.66,-9.7,-9.77,-9.83,-9.86,-9.9,-9.9
WOA,F1,0.56,497.3511588138588,1087.0934613232987,68297.27,66954.88,66357.46,64780.75,64291.72,63358.01,61840.03,60460.03,59184.82,58627.79,57501.5,56908.58,56468.32,54749.73,53825.47,53340.2,52147.74,49979.46,48059.37,46772.21,45787.06,45086.09,43452.25,42336.47,41705.52,40189.32,39789.19,38481.99,36957.65,36808.02,35620.03,34906.49,34527.46,34045.58,33450.96,32778.46,32227.7,31552.48,30886.59,30639.7,29560.65,29054.64,28145.09,27398.28,26929.89,26600.0,25920.61,25212.81,24223.89,23260.21,22805.7,21866.52,21161.29,20765.33,20370.8,19545.69,19220.61,18459.39,17393.89,16722.46,16315.21,15915.34,15391.52,14562.58,13781.86,13094.27,12310.38,11885.7,11123.93,10468.5,10098.6,9522.66,8870.25,8487.98,7898.2,7311.37,7012.56,6768.17,6491.46,6180.81,5865.37,5530.21,5151.96,4601.72,4065.31,3554.06,3170.76,2829.07,2534.56,2264.94,2062.98,1890.02,1734.37,1575.77,1475.24,1385.23,1296.24,1216.54,1146.57,1087.09
WOA,F2,0.57,7.049955500537856,13.820694413935694,3195773022798.27,1659098802775.1,1460711403680.4,1222121541740.76,864022145370.6,634726332091.85,630946614432.42,103407872257.88,94347569617.86,75059672967.18,38163559159.41,24846323566.23,15137556341.52,15069894317.3,15058183377.34,9045635576.85,6489082914.49,4489307143.33,3576802565.42,1241576823.38,1239042403.15,770936717.55,693219032.57,692859615.76,690436490.6,670317517.39,670313015.21,669611681.13,548224478.37,174186807.71,172934653.12,172925553.14,172913946.04,172713320.78,172686221.89,1283296.81,216848.16,215003.21,214357.66,204201.18,204037.04,25945.55,25922.45,25918.18,24737.91,16818.31,15836.77,15791.01,15700.73,15394.5,15251.43,15248.72,15238.4,5364.7,3902.72,3893.54,3890.44,1444.64,1440.08,182.38,125.12,123.49,118.91,113.91,110.89,107.92,70.79,68.91,66.83,64.47,63.56,61.74,60.59,54.21,51.68,49.79,48.13,45.75,43.64,42.08,40.29,38.75,36.34,34.09,31.19,28.67,26.7,24.77,22.7,21.13,19.85,18.73,17.87,17.22,16.52,15.88,15.22,14.65,14.2,13.82
WOA,F3,0.73,6091.021126277683,14313.509480028795,137399.18,131397.52,120073.75,109771.23,105273.99,99839.31,97563.42,94018.35,93034.3,90633.2,88283.52,86043.19,84648.3,83207.75,82211.88,81343.21,80181.92,78991.69,78398.93,74838.13,73886.73,73091.98,72486.28,72239.28,71686.83,70620.29,70213.61,68980.03,67673.66,67575.5,66800.54,65275.53,64963.03,64054.33,63622.41,62991.32,62171.35,61781.3,60931.88,59910.08,59732.37,59379.89,59127.17,58899.57,58079.3,57801.46,56792.85,56696.33,56226.73,55821.29,55622.04,54897.27,53723.04,52918.89,51894.6,51633.46,50998.63,50423.18,49924.39,49132.63,47767.79,46890.58,46290.19,45170.38,44117.61,43131.74,42664.17,42262.54,41373.44,40383.78,39812.21,39175.87,38312.24,37605.33,36993.07,36334.05,35533.43,34854.38,33621.02,33239.57,32488.0,31058.56,29704.91,27844.64,26322.67,24365.49,23179.48,22089.6,20769.48,19751.73,18737.54,17844.8,17101.78,16432.83,15902.79,15488.36,15125.88,14747.75,14520.67,14313.51
WOA,F4,0.56,19.343936408535182,37.36725437074933,88.93,88.86,88.81,88.46,88.25,87.69,87.13,86.78,86.53,86.24,86.03,85.52,84.81,84.4,84.26,84.09,83.29,82.96,82.7,82.57,82.25,81.87,81.65,81.55,81.27,81.03,80.67,80.35,80.21,80.17,80.08,79.9,79.77,79.27,78.96,78.64,78.41,77.96,77.78,77.74,77.47,77.24,76.6,76.47,76.02,75.58,75.32,75.14,74.28,73.72,73.07,72.81,72.26,71.79,71.44,71.13,70.89,70.4,70.11,69.55,69.12,68.34,67.66,67.05,66.79,66.33,65.63,65.48,64.74,64.17,63.75,63.09,61.97,61.13,60.35,59.6,59.25,58.28,57.59,56.66,55.55,54.49,53.09,51.7,50.12,48.56,46.97,45.65,44.42,43.51,42.42,41.59,40.89,40.15,39.41,38.58,38.13,37.75,37.5,37.37
