Optimizer,objfname,ExecutionTime,Error,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
HHO,F13,0.1662895679473877,1.287637461223698e-05,56554446.825868696,134948.9084577608,4278.205656825577,1.095132277269969,1.095132277269969,0.854096714339773,0.854096714339773,0.6729170914249553,0.6729170914249553,0.546290265001867,0.4467427296871058,0.2145619754691846,0.2145619754691846,0.2145619754691846,0.2145619754691846,0.2131383928701822,0.21275098826949823,0.14473783213713018,0.025085060645667526,0.013732269275545696,0.013732269275545696,0.013732269275545696,0.01329368184228117,0.01329368184228117,0.01329368184228117,0.0013008798070798296,0.0004873710449994676,0.0004873710449994676,0.0004873710449994676,0.0004873710449994676,0.0004873710449994676,0.0004873710449994676,0.0004873710449994676,0.0002592178181245536,0.00020681847813805882,0.00020681847813805882,0.00020681847813805882,0.00020681847813805882,0.00020681847813805882,0.00019738775765754647,0.00019738775765754647,0.00019738775765754647,0.00019738775765754647,0.00014707700273435822,0.00014707700273435822,0.00014707700273435822,0.00014707700273435822,0.00014707700273435822,0.00014707700273435822,0.00010987415223635388,9.010437989119243e-05,3.202050394595931e-05,1.561943890689675e-05,1.561943890689675e-05,1.2965925664996235e-05,1.2965925664996235e-05,1.2965925664996235e-05,1.2965925664996235e-05,1.2963985590682548e-05,1.2963985590682548e-05,1.2963985590682548e-05,1.287853798288406e-05,1.287853798288406e-05,1.287853798288406e-05,1.287853798288406e-05,1.287853798288406e-05,1.2877247440586196e-05,1.2877247440586196e-05,1.2877247440586196e-05,1.2877247440586196e-05,1.2877224521306685e-05,1.2877224521306685e-05,1.2877220040423898e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877219949354114e-05,1.2877215254933878e-05,1.287701500598101e-05,1.2876807125711157e-05,1.2876738933191096e-05,1.2876623299508318e-05,1.2876571898849934e-05,1.287652108177732e-05,1.2876488917477687e-05,1.2876477624893495e-05,1.2876414525730864e-05,1.2876399089905312e-05,1.2876390487682015e-05,1.2876382595157023e-05,1.2876376939714158e-05,1.2876375831565113e-05,1.287637500369965e-05,1.2876374759100463e-05,1.287637461223698e-05
HHO,F13,0.16801977157592773,0.0031315800847246905,320414316.57664096,12674177.000175195,536350.26553972,34.548633912809656,20.17920549123078,4.203427251801993,2.135681828113622,0.9072037481227468,0.5992793837360088,0.1913990370203273,0.19102529019304415,0.19091802378453346,0.17656062092214964,0.14493948523764597,0.14301367938305234,0.10092338383680424,0.09997649364843447,0.09997649364843447,0.0690900015549278,0.0690900015549278,0.06425751333159206,0.06195073337771051,0.06195073337771051,0.06195073337771051,0.04177232746122703,0.017180333369816926,0.004287135640306346,0.004287135640306346,0.004287135640306346,0.004287135640306346,0.004135151010210514,0.0040740140654846645,0.0040740140654846645,0.0040740140654846645,0.003734599548145823,0.003734599548145823,0.003734599548145823,0.003734599548145823,0.003734599548145823,0.0036162916448786555,0.0036162916448786555,0.003568463083270799,0.003568463083270799,0.003568463083270799,0.003556413251845492,0.003556413251845492,0.003556413251845492,0.003556413251845492,0.003556413251845492,0.0035508224210290627,0.0035508224210290627,0.0035508224210290627,0.0035508224210290627,0.0035421179947020772,0.003541875383692115,0.003541875383692115,0.003541875383692115,0.003541875383692115,0.00353946541977304,0.0035393200312214303,0.0035393200312214303,0.0035393200312214303,0.0035393200312214303,0.003539309349414878,0.003539309349414878,0.0035393091110237627,0.0035393091110237627,0.003539309076863983,0.0035393090718471906,0.003539309069643352,0.0035393090654149703,0.0035393090639733865,0.0035393090465755395,0.003539309046188122,0.003539309046188122,0.0035393090459734204,0.0035393090452843254,0.0035393090447187687,0.0035393090432886357,0.0035393090420312323,0.003539309041973883,0.0035393090419630065,0.0034037610155899616,0.003322182132630403,0.0032811586190618965,0.0032687191813117206,0.003263724338000594,0.0031642560097106887,0.0031434156936875923,0.0031409289257863294,0.0031346687547947334,0.003133744332712798,0.003132249808773724,0.0031319420895079574,0.0031318241198902727,0.0031317215829057923,0.0031316818256041604,0.003131669620300986,0.003131581509730281,0.0031315800847246905
HHO,F13,0.17601704597473145,0.008144750446058098,853072760.8327852,2183418.133359409,5570.232241453378,13.651375419000448,4.720384265563276,3.715956542868036,3.665311828820641,2.079296134821856,0.6012956977502936,0.6012956977502936,0.5244521222692976,0.5074363705933389,0.18855711573175235,0.16627378424730838,0.12488000182647391,0.12107207578439261,0.12107207578439261,0.12107207578439261,0.12107207578439261,0.1045205846282251,0.1045205846282251,0.1045205846282251,0.1045205846282251,0.1045205846282251,0.07911180344383642,0.03390750692195913,0.03390750692195913,0.033530107766909734,0.033530107766909734,0.033530107766909734,0.033530107766909734,0.03338786490021605,0.03338786490021605,0.03338786490021605,0.029434879327026153,0.029434879327026153,0.029434879327026153,0.029434879327026153,0.029434879327026153,0.029277696224826774,0.029277696224826774,0.029277696224826774,0.02517809602487278,0.024545293783569323,0.02074311540274007,0.019380873338632768,0.018063738803052367,0.017743303025627703,0.01771213581889242,0.01771213581889242,0.017364312097743664,0.01681107439163809,0.016577772841242226,0.015449102508648766,0.015148759243717724,0.015081505575921784,0.015002183438807432,0.015002183438807432,0.015002183438807432,0.015002183438807432,0.015002183438807432,0.013281658644680311,0.012420625513749901,0.012322731509051315,0.012279957192170664,0.01223170935988884,0.01223170935988884,0.01223010624994406,0.01223010624994406,0.01223010624994406,0.01223010624994406,0.012228554405529586,0.012228471038565837,0.011898240121146396,0.011868808461111734,0.01179997040766057,0.011737690880729911,0.01171768338544496,0.009965480318323356,0.009867276635816564,0.009845023277730892,0.009833325228414583,0.009587889489312336,0.009233595538339938,0.009007711885602407,0.008918343670892446,0.008885264271297428,0.008741590743353534,0.008722167433408796,0.008717183247233933,0.008706699614025397,0.008694333365287852,0.008683108698331303,0.008674393953049244,0.008663195215972934,0.008661709567749856,0.008660879995829337,0.00819212599277724,0.008155504613772445,0.008144750446058098
HHO,F13,0.1740124225616455,0.00039032641687513524,13308003.167265503,932583.6352336775,317.0146343900474,16.48068893371116,12.794256318389316,1.3216873260722268,1.0080195510485193,0.9528479735422408,0.746481996475084,0.11481458645842763,0.1107489560212799,0.1107489560212799,0.08185476786882509,0.05907878412454135,0.04415489302616345,0.006602375065442672,0.004831088949199754,0.004831088949199754,0.004831088949199754,0.004831088949199754,0.004831088949199754,0.004831088949199754,0.0033525258655948426,0.0033525258655948426,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.0006018513806123027,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.00048739213510377475,0.0004648682059973989,0.0004648682059973989,0.0004648682059973989,0.0004648682059973989,0.0004648682059973989,0.0004648682059973989,0.0004648682059973989,0.0004623289897065068,0.0004623289897065068,0.0004623289897065068,0.00046228035114399634,0.00046228035114399634,0.0004622662691342679,0.0004622662691342679,0.0004622662691342679,0.0004622593746217809,0.0004622593746217809,0.0004622593746217809,0.0004622593746217809,0.00046225802302516186,0.0004622573741146526,0.00046225736825967036,0.00046225736825967036,0.00046225736825967036,0.00046225736804456096,0.00046225736804456096,0.00046225736804456096,0.00046225736804456096,0.0004235424776036681,0.0004158612401120327,0.0004149676694623506,0.000414937761158455,0.0004087535885931477,0.0004063502279396809,0.0004043333879286338,0.00040336132189633996,0.00040250033358249846,0.00039906366955431906,0.00039845167106659853,0.0003904423032901011,0.000390426926913485,0.00039042108150492353,0.00039037989314291677,0.0003903470964506078,0.00039033784796249627,0.0003903312895070748,0.00039032690941054175,0.00039032655910854893,0.00039032642428833415,0.00039032641687513524
HHO,F13,0.1720287799835205,0.0012634231794392359,28668468.584259566,10002705.278328711,2026.8374544974888,10.465383061045067,0.6056519877132405,0.6056519877132405,0.13125532320258002,0.12940647849555528,0.11035117565962985,0.11035117565962985,0.11035117565962985,0.1076678916178266,0.09978208845054937,0.09978208845054937,0.09978208845054937,0.09978208845054937,0.09235954166157445,0.017299349846048712,0.006116599448422301,0.0026325004637934766,0.0026325004637934766,0.0022947415618429184,0.0022947415618429184,0.0016555835879104516,0.0014018909140825827,0.0014018909140825827,0.0014018909140825827,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.0012657140911409893,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.001263874681961538,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012636067340403728,0.0012635543256451789,0.001263434328316861,0.001263434328316861,0.001263434328316861,0.0012634232011473046,0.0012634232011473046,0.0012634232011473046,0.0012634232011473046,0.0012634232011473046,0.0012634231806682393,0.0012634231806682393,0.0012634231806682393,0.001263423179589657,0.001263423179589657,0.001263423179589657,0.0012634231795805267,0.0012634231794922026,0.001263423179469399,0.001263423179454137,0.0012634231794511949,0.0012634231794490603,0.0012634231794440465,0.0012634231794422363,0.0012634231794415689,0.0012634231794398242,0.001263423179439642,0.0012634231794394308,0.0012634231794394187,0.0012634231794392795,0.0012634231794392476,0.0012634231794392443,0.0012634231794392428,0.0012634231794392359
HHO,F13,0.17691326141357422,0.0024701007834530314,257924550.49195486,395237.686985125,32.00172680633462,4.077417844578487,1.905079013843825,0.9769934855143232,0.07704291794629396,0.01854485421270093,0.01854485421270093,0.016479105636654553,0.016479105636654553,0.016479105636654553,0.016479105636654553,0.016479105636654553,0.016479105636654553,0.016479105636654553,0.016344935292473214,0.016123415584866057,0.016123415584866057,0.014735109386216798,0.014735109386216798,0.014735109386216798,0.00989203805713601,0.00989203805713601,0.006848868492159605,0.006848868492159605,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.006211441288711933,0.0060401799575602105,0.0060401799575602105,0.0060401799575602105,0.0060401799575602105,0.0060401799575602105,0.0060401799575602105,0.0060401799575602105,0.005059634613385544,0.005059634613385544,0.005059634613385544,0.004998394509613708,0.004998394509613708,0.004998394509613708,0.004920840436571364,0.004288382778993539,0.004268662552465356,0.003932814457655315,0.0039060290404697162,0.0039060290404697162,0.0039038047475415845,0.0039038047475415845,0.0039038047475415845,0.003893988831017597,0.003893988831017597,0.0038911721745550627,0.0038779188056907265,0.0038704544090967796,0.003870112152538856,0.0038701111088071706,0.0038701111088071706,0.0038701111088071706,0.0038701111088071706,0.0038701111088071706,0.0038701111088071706,0.0038701111088071706,0.0038701043831862515,0.0038701040265058323,0.0038701040265058323,0.0038701040265058323,0.0038701040265058323,0.0038701040265058323,0.0038545917202563473,0.0029477397772778944,0.0028859490214984537,0.002865289884072808,0.0028449442900962923,0.0028442951951662358,0.0028421415282055412,0.002836899984180666,0.0028350563053425423,0.002833136155624256,0.002832267878101071,0.0028269851105466003,0.0028264469691001003,0.002813602861792055,0.002811251776411378,0.0028093329605406534,0.0028088560306900015,0.002513257976923931,0.002498196776921776,0.002474113973279277,0.002471974066379173,0.0024701007834530314
HHO,F13,0.1649460792541504,0.0018167091628814806,24768316.7079842,1357341.7868721907,2117.648243996739,39.17783095638689,3.627939811915734,3.4337288568804056,1.4200395245800452,0.42535867064261695,0.34223159456295793,0.23468794524036635,0.15756166041200018,0.06649054975475029,0.046435911876939934,0.00914545803618409,0.00914545803618409,0.00914545803618409,0.00914545803618409,0.008271537972393947,0.00315822665687915,0.00315822665687915,0.00315822665687915,0.0030270062898564215,0.0030270062898564215,0.0030270062898564215,0.0030255920568007994,0.0030255920568007994,0.0030255920568007994,0.0029110612706198615,0.002647482030082656,0.002647482030082656,0.002647482030082656,0.002647482030082656,0.0026474787501776067,0.0024858478105879416,0.0021798556722263224,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.002165837866457472,0.0021379668295081113,0.0021379668295081113,0.0021379668295081113,0.0021379668295081113,0.0021379668295081113,0.002135826519392659,0.002135826519392659,0.002135826519392659,0.002135826519392659,0.002135822200770157,0.0021316794267618737,0.0021316794267618737,0.0021316794267618737,0.002111406122844043,0.002111406122844043,0.002111406122844043,0.002111406122844043,0.002109497177435415,0.002109497177435415,0.002109497177435415,0.002109497177435415,0.0021089443312753,0.0021087206059368984,0.0021087206059368984,0.0021087206059368984,0.002108654466797302,0.002108568308238184,0.002108568308238184,0.0021085392938087707,0.0021085279897561284,0.0021085279897561284,0.0021085279897561284,0.0021085252968773456,0.0021085232779263765,0.002108523190993095,0.0021085195222128655,0.002108518895854723,0.002108518847648913,0.0020194032004108207,0.0020159270565338868,0.002013380601497125,0.001993559149663268,0.0019753942274718453,0.0019696206499501137,0.001968627195369492,0.001967802124390064,0.001967122933136368,0.0019654911454546485,0.0019652190779315152,0.0019650672813406986,0.001964757204429998,0.0019644130546469635,0.0019643690860360694,0.0019643602748850813,0.0019639314386066123,0.0018167091628814806
HHO,F13,0.16602444648742676,0.001082518088903143,264569021.0615151,329803.30811665516,64.99894077947668,20.330130066323903,1.8575901800913426,1.4181929515208644,1.3350294940219256,0.6319637025593581,0.4546542229363542,0.17777331022671222,0.17622741900844538,0.007273563274218559,0.004529294232250434,0.004529294232250434,0.004529294232250434,0.004529294232250434,0.004529294232250434,0.004529294232250434,0.004529294232250434,0.0018113728908748636,0.0018113728908748636,0.0018113728908748636,0.0018113728908748636,0.0018113728908748636,0.0018113728908748636,0.0018113728908748636,0.0017762386765768534,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.0017377574662509141,0.001720667069517524,0.0017176817435680559,0.0017176817435680559,0.0017176817435680559,0.0017176817435680559,0.0016887425525234302,0.0016887425525234302,0.0016887425525234302,0.0016887425525234302,0.0016887425525234302,0.0016607032300571954,0.0016607032300571954,0.0016607032300571954,0.0016607032300571954,0.0016607032300571954,0.0016607032300571954,0.001659958470082285,0.0016598373393686026,0.001659055797752093,0.001658848049081418,0.001658848049081418,0.001658848049081418,0.0016587824532730737,0.0016587797798920572,0.0016587504419990366,0.0016586856679728604,0.0016586856679728604,0.0016586856679728604,0.0016586856679728604,0.0016586856679728604,0.0016586779140685085,0.0016586578896579524,0.0016586561255810775,0.0016586558949536108,0.0016586558949536108,0.0016586558949536108,0.0016586064165139568,0.0016586064165139568,0.0016585824500115458,0.0016585800019775353,0.0016585687999455517,0.0016585612527256093,0.0016585205484725047,0.001658509013290222,0.001658504043744281,0.0016584874877787837,0.0016584740504050827,0.0016584538468945615,0.001658444181790667,0.001658441334912364,0.0013282286484983083,0.0012064327572313873,0.0011836389743019665,0.0011598231129168917,0.0011528213137405622,0.0011521970224847152,0.0011517894566032043,0.001151741844646668,0.001151732391964818,0.001082518088903143
HHO,F13,0.16351914405822754,8.316252032489546e-05,6218148.415226306,1.8111645922984079,1.8111645922984079,0.8536564073133394,0.8536564073133394,0.8536564073133394,0.8536564073133394,0.8393128255987057,0.786746415072419,0.45321047693038796,0.26378190843646915,0.09045643144220568,0.0723402789274825,0.0556829943750001,0.055469110678393996,0.02953437929392987,0.015680065162615463,0.010052714685139366,0.010052714685139366,0.010052714685139366,0.010052714685139366,0.010052714685139366,0.010052714685139366,0.010052714685139366,0.009557106043505197,0.004334038208124986,0.004334038208124986,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,0.00014529914968085364,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.31656208035041e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316265725037415e-05,8.316252930706645e-05,8.316252930706645e-05,8.316252930706645e-05,8.316252851037637e-05,8.316252851037637e-05,8.316252266172994e-05,8.316252266172994e-05,8.316252041066347e-05,8.316252037172096e-05,8.316252037172096e-05,8.31625203652082e-05,8.316252032675563e-05,8.316252032557892e-05,8.316252032557247e-05,8.316252032539658e-05,8.316252032496945e-05,8.316252032491786e-05,8.316252032491625e-05,8.316252032491625e-05,8.316252032491395e-05,8.316252032491224e-05,8.316252032491112e-05,8.31625203249087e-05,8.316252032490676e-05,8.316252032490614e-05,8.316252032490395e-05,8.316252032490395e-05,8.316252032490216e-05,8.316252032490004e-05,8.316252032489949e-05,8.316252032489546e-05
HHO,F13,0.18051600456237793,0.0003514882127438647,7751225.498607103,30974.43549141044,6924.618282636915,98.69247639207136,5.470953449100143,0.46165836023167856,0.46165836023167856,0.4241099176580358,0.30583719025927847,0.30583719025927847,0.30583719025927847,0.09871325407187484,0.09871325407187484,0.08018373711513975,0.08018373711513975,0.07348625946544596,0.05549897828359405,0.02683596369361076,0.02683596369361076,0.0009475057443238665,0.0009475057443238665,0.0009475057443238665,0.0008395227717104564,0.0008248910152641117,0.0008248910152641117,0.0003659737716227799,0.0003659737716227799,0.0003659737716227799,0.0003659737716227799,0.0003659737716227799,0.00036364616077448007,0.00036364616077448007,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003520536153483601,0.0003515007888206319,0.0003515007888206319,0.0003515007888206319,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.00035148982855803026,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.0003514884514669772,0.00035148830885705013,0.000351488256161035,0.000351488256161035,0.0003514882127452822,0.0003514882127452822,0.0003514882127452822,0.0003514882127452822,0.00035148821274476143,0.00035148821274476143,0.0003514882127442267,0.0003514882127442267,0.0003514882127440757,0.00035148821274403946,0.00035148821274399316,0.000351488212743903,0.0003514882127439027,0.0003514882127438994,0.0003514882127438957,0.0003514882127438819,0.0003514882127438788,0.0003514882127438775,0.00035148821274387423,0.00035148821274387266,0.0003514882127438708,0.00035148821274386957,0.00035148821274386864,0.0003514882127438677,0.0003514882127438647
HHO,F13,0.17404437065124512,5.146847031501054e-05,53.91465135696862,12.0436283023181,3.5393572954958246,0.7649725225212666,0.7649725225212666,0.3084476207370983,0.3084476207370983,0.3084476207370983,0.23462335739977075,0.08932481275630463,0.08473949514050334,0.07893568323066155,0.013245187879693247,0.013245187879693247,0.013245187879693247,0.012818108608740856,0.012818108608740856,0.011730066367905807,0.011730066367905807,0.008856161400331472,0.008797610973387921,0.007998561232586935,0.007221037457098194,0.003635550807198375,0.0029536064184248812,0.0029536064184248812,0.0029536064184248812,0.002063023001499177,0.002063023001499177,0.002063023001499177,0.002063023001499177,5.5761296547722126e-05,5.5761296547722126e-05,5.5761296547722126e-05,5.5761296547722126e-05,5.5761296547722126e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147507133069936e-05,5.147502350139835e-05,5.147319234939286e-05,5.146944807293461e-05,5.14689115684468e-05,5.1468561411209875e-05,5.1468561411209875e-05,5.146850792674484e-05,5.146848184811848e-05,5.146847775664839e-05,5.146847123069235e-05,5.146847123069235e-05,5.1468470986536646e-05,5.146847065898676e-05,5.146847040701792e-05,5.1468470360876674e-05,5.146847034274529e-05,5.146847033840453e-05,5.146847033509321e-05,5.146847032988494e-05,5.146847031966612e-05,5.1468470317869146e-05,5.1468470316851676e-05,5.1468470315867234e-05,5.146847031526678e-05,5.146847031512242e-05,5.146847031503972e-05,5.146847031501054e-05
HHO,F13,0.17452263832092285,0.000811515588749697,25203096.584664185,6865.6143337325375,18.17302347926957,12.605839030071241,10.890845662563235,10.890845662563235,0.6687228136373538,0.334637867683082,0.30896535697283967,0.02975782651700828,0.009772431950869307,0.006852849282378827,0.0016800814214967175,0.0016800814214967175,0.001426096261066459,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.0010503268858849336,0.001026849296432097,0.001026849296432097,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010251121677508292,0.0010248384114533745,0.0010248384114533745,0.0010248384114533745,0.0010248384114533745,0.0010248384114533745,0.0008347181420171415,0.0008347181420171415,0.0008347181420171415,0.0008347181420171415,0.0008267209404340013,0.0008174519351843872,0.0008174519351843872,0.0008174519351843872,0.0008139862974757264,0.0008117862847396755,0.0008117862847396755,0.0008117862847396755,0.0008117862847396755,0.0008117862847396755,0.0008117862847396755,0.0008117127991565504,0.000811568873322766,0.000811568873322766,0.000811568873322766,0.000811568873322766,0.000811568873322766,0.0008115193029382006,0.0008115193029382006,0.0008115193029382006,0.0008115193029382006,0.0008115193029382006,0.0008115193029382006,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155902232371,0.0008115155894805913,0.0008115155887503528,0.0008115155887497514,0.0008115155887497514,0.0008115155887497514,0.0008115155887497357,0.0008115155887497357,0.0008115155887497357,0.0008115155887497357,0.0008115155887497306,0.000811515588749729,0.000811515588749727,0.000811515588749727,0.0008115155887497259,0.0008115155887497231,0.0008115155887497169,0.0008115155887497071,0.0008115155887497028,0.000811515588749697
HHO,F13,0.17903566360473633,0.00035838389835993894,67891749.46472636,1813732.781012166,216773.07576757786,6.334735549148736,3.381696075709925,1.810730279028325,1.0936651209464026,0.4176363753575297,0.4176363753575297,0.4176363753575297,0.17486796441924068,0.09119646787311703,0.06699232304497901,0.06699232304497901,0.010929975733708987,0.00658458808887981,0.00658458808887981,0.00658458808887981,0.004480491908493756,0.004480491908493756,0.001244958215595504,0.001244958215595504,0.001244958215595504,0.001244958215595504,0.0012003510541185687,0.0011901338824468412,0.0011901338824468412,0.0011901338824468412,0.0011287680477115208,0.000977089787668342,0.0009198229810771833,0.0009198229810771833,0.00040491422059171366,0.00040491422059171366,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.00036884848880423864,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583983212562166,0.0003583839095409208,0.0003583839095409208,0.0003583839095409208,0.0003583839095409208,0.0003583838983776499,0.0003583838983776499,0.0003583838983776499,0.0003583838983776499,0.00035838389837584755,0.00035838389837584755,0.00035838389836866623,0.00035838389836689914,0.0003583838983628536,0.0003583838983628536,0.0003583838983616068,0.00035838389836004845,0.00035838389836004845,0.0003583838983600413,0.00035838389836002584,0.0003583838983600147,0.0003583838983599683,0.00035838389835996496,0.00035838389835995347,0.00035838389835995065,0.00035838389835994854,0.0003583838983599468,0.0003583838983599436,0.0003583838983599423,0.0003583838983599408,0.00035838389835993894,0.00035838389835993894
